tabela,campo,descricao,tipo,notas,tratamento
output_etapa6.plano_compras_total_universo,PARES_LOJA_SKU,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa6\plano_compras_total_universo.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_total_universo,SKUS,Quantidade de SKUs distintos no agrupamento.,Integer,Arquivo: outputs\etapa6\plano_compras_total_universo.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_total_universo,LOJAS,Quantidade de lojas distintas com preço do SKU na embalagem.,Integer,Arquivo: outputs\etapa6\plano_compras_total_universo.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_total_universo,RECEITA_HISTORICA_TOTAL,Receita histórica dos pares loja x produto do agrupamento.,Float,Arquivo: outputs\etapa6\plano_compras_total_universo.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_total_universo,PARES_RUPTURA_CRITICO,Quantidade de pares com status EM RUPTURA ou CRÍTICO.,Integer,Arquivo: outputs\etapa6\plano_compras_total_universo.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_total_universo,RECEITA_RUPTURA_CRITICO,Receita histórica dos pares em status EM RUPTURA ou CRÍTICO.,Float,Arquivo: outputs\etapa6\plano_compras_total_universo.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_total_universo,PARES_COM_COMPRA_RECOMENDADA,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa6\plano_compras_total_universo.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_total_universo,SKUS_COM_COMPRA_RECOMENDADA,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa6\plano_compras_total_universo.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_total_universo,QTD_RECOMENDADA_ARM,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa6\plano_compras_total_universo.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_total_universo,DEMANDA_90D_ARM,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa6\plano_compras_total_universo.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_total_universo,INVESTIMENTO_ESTIMADO_COM_CUSTO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa6\plano_compras_total_universo.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_total_universo,PARES_COMPRA_COM_CUSTO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa6\plano_compras_total_universo.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_total_universo,PARES_COMPRA_SEM_CUSTO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa6\plano_compras_total_universo.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_total_universo,COBERTURA_CUSTO_PARES_COMPRA_PCT,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa6\plano_compras_total_universo.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_total_universo,RECEITA_POTENCIAL_90D,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa6\plano_compras_total_universo.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_categorias_n1,UNIVERSO,Universo analítico: rede completa ou rede física sem Loja 93.,String,Arquivo: outputs\etapa6\plano_compras_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_categorias_n1,NIVEL_1,Categoria de produto nível 1.,String,Arquivo: outputs\etapa6\plano_compras_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_categorias_n1,PARES_LOJA_SKU,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa6\plano_compras_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_categorias_n1,SKUS,Quantidade de SKUs distintos no agrupamento.,Integer,Arquivo: outputs\etapa6\plano_compras_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_categorias_n1,RECEITA_HISTORICA_TOTAL,Receita histórica dos pares loja x produto do agrupamento.,Float,Arquivo: outputs\etapa6\plano_compras_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_categorias_n1,PARES_COM_COMPRA_RECOMENDADA,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa6\plano_compras_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_categorias_n1,SKUS_COM_COMPRA_RECOMENDADA,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa6\plano_compras_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_categorias_n1,QTD_RECOMENDADA_ARM,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa6\plano_compras_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_categorias_n1,INVESTIMENTO_ESTIMADO_COM_CUSTO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa6\plano_compras_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_categorias_n1,PARES_COMPRA_COM_CUSTO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa6\plano_compras_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_categorias_n1,PARES_COMPRA_SEM_CUSTO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa6\plano_compras_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_categorias_n1,COBERTURA_CUSTO_PARES_COMPRA_PCT,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa6\plano_compras_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_lojas,UNIVERSO,Universo analítico: rede completa ou rede física sem Loja 93.,String,Arquivo: outputs\etapa6\plano_compras_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_lojas,COD_EMPRESA,Código da loja.,Integer,Arquivo: outputs\etapa6\plano_compras_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_lojas,CD_CIDADE,Cidade da loja.,String,Arquivo: outputs\etapa6\plano_compras_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_lojas,CD_ESTADO,Estado da loja.,String,Arquivo: outputs\etapa6\plano_compras_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_lojas,FLAG_LOJA93,Flag 1/0 indicando se a loja é a Loja 93.,Integer,Arquivo: outputs\etapa6\plano_compras_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_lojas,PARES_LOJA_SKU,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa6\plano_compras_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_lojas,SKUS,Quantidade de SKUs distintos no agrupamento.,Integer,Arquivo: outputs\etapa6\plano_compras_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_lojas,RECEITA_HISTORICA_TOTAL,Receita histórica dos pares loja x produto do agrupamento.,Float,Arquivo: outputs\etapa6\plano_compras_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_lojas,PARES_COM_COMPRA_RECOMENDADA,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa6\plano_compras_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_lojas,SKUS_COM_COMPRA_RECOMENDADA,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa6\plano_compras_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_lojas,QTD_RECOMENDADA_ARM,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa6\plano_compras_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_lojas,INVESTIMENTO_ESTIMADO_COM_CUSTO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa6\plano_compras_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_lojas,PARES_COMPRA_COM_CUSTO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa6\plano_compras_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_lojas,PARES_COMPRA_SEM_CUSTO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa6\plano_compras_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.plano_compras_lojas,COBERTURA_CUSTO_PARES_COMPRA_PCT,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa6\plano_compras_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,UNIVERSO_OPERACIONAL,Campo do artefato analítico; ver notebook/script da etapa correspondente.,String,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,COD_EMPRESA,Código da loja.,Integer,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,CD_CIDADE,Cidade da loja.,String,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,CD_ESTADO,Estado da loja.,String,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,FLAG_LOJA93,Flag 1/0 indicando se a loja é a Loja 93.,Integer,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,CODIGO,Código do produto.,Integer,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,DESCRICAO,Descrição comercial do produto.,String,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,NIVEL_1,Categoria de produto nível 1.,String,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,STATUS_ESTOQUE_ORIGINAL,Campo do artefato analítico; ver notebook/script da etapa correspondente.,String,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,STATUS_ESTOQUE_NORM,Campo do artefato analítico; ver notebook/script da etapa correspondente.,String,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,STATUS_ESTOQUE_RECALC,Campo do artefato analítico; ver notebook/script da etapa correspondente.,String,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,DIAS_COBERTURA_PROJ,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,ESTOQUE_PROJ,Estoque projetado no snapshot final de dez/2025.,Float,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,ESTOQUE_UTILIZAVEL_ARM,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,VENDA_MEDIA_MES_ETAPA2,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,VENDA_MEDIA_MES_PROJECAO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,MESES_COM_VENDA,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,DEMANDA_90D_ARM,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,NECESSIDADE_BRUTA_ARM,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,QTD_RECOMENDADA_ARM,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,RECEITA_TOTAL,Receita total do agrupamento (todas as vendas).,Float,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,PRECO_MEDIO_ARM_HIST,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,RECEITA_POTENCIAL_90D,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,CURVA_ABC_RECEITA,"Classe ABC por receita acumulada: A até 80%, B até 95%, C restante.",String,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,CURVA_ABC_ORIGEM,"Origem da curva ABC usada no par: universo operacional, fallback da rede completa para Loja 93 ou ausente.",String,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,RANK_RECEITA,Ranking decrescente por receita.,Float,Arquivo: outputs\etapa6\priorizacao_compras.csv,Calculado a partir da ordenação do ranking.
output_etapa6.priorizacao_compras,CUSTO_MEDIO_ARM,Custo médio por unidade de armazenagem: preço de compra ponderado ÷ conversão de compra.,Float,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,FLAG_CUSTO_VALIDO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,INVESTIMENTO_ESTIMADO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,STATUS_ORCAMENTO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,String,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,MARGEM_BRUTA_PCT_COM_CUSTO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,FLAG_MARGEM_VALIDA,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,FLAG_MARGEM_NEGATIVA,Flag 1/0 indicando margem bruta negativa (preço < custo).,Integer,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,SCORE_PRIORIDADE,Score de risco do candidato: nº de sinais + percentil de receita.,Float,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,RANK_PRIORIDADE,Ranking de RISCO do candidato a repricing (score = nº de sinais + percentil de receita); fila de triagem.,Integer,Arquivo: outputs\etapa6\priorizacao_compras.csv,Calculado a partir da ordenação do ranking.
output_etapa6.priorizacao_compras,MOTIVO_SEM_COMPRA,Campo do artefato analítico; ver notebook/script da etapa correspondente.,String,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,ACAO_RECOMENDADA,Ação operacional recomendada a partir da priorização de cobertura.,String,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.priorizacao_compras,FAIXA_PRIORIDADE,"Faixa de prioridade do candidato: ALTA, MEDIA ou MONITORAR.",String,Arquivo: outputs\etapa6\priorizacao_compras.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.recomendacoes_melhoria,PRIORIDADE,Prioridade da recomendação de melhoria.,String,Arquivo: outputs\etapa6\recomendacoes_melhoria.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.recomendacoes_melhoria,TEMA,Tema da nota metodológica ou recomendação.,String,Arquivo: outputs\etapa6\recomendacoes_melhoria.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.recomendacoes_melhoria,LIMITACAO_OU_PROBLEMA,Limitação de dados/modelagem/processo identificada.,String,Arquivo: outputs\etapa6\recomendacoes_melhoria.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.recomendacoes_melhoria,RISCO_ANALITICO,Risco analítico associado à limitação.,String,Arquivo: outputs\etapa6\recomendacoes_melhoria.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.recomendacoes_melhoria,RECOMENDACAO,Recomendação prática de melhoria.,String,Arquivo: outputs\etapa6\recomendacoes_melhoria.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.validacoes_etapa6,VALIDACAO,Nome da checagem de reconciliação numérica executada.,String,Arquivo: outputs\etapa6\validacoes_etapa6.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.validacoes_etapa6,OBSERVADO,Valor observado na checagem.,Float,Arquivo: outputs\etapa6\validacoes_etapa6.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.validacoes_etapa6,ESPERADO,Valor esperado na checagem.,Float,Arquivo: outputs\etapa6\validacoes_etapa6.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.validacoes_etapa6,DIFERENCA,Diferença entre observado e esperado.,Float,Arquivo: outputs\etapa6\validacoes_etapa6.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.validacoes_etapa6,STATUS,Resultado da checagem: OK ou FALHA.,String,Arquivo: outputs\etapa6\validacoes_etapa6.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.autoaudit_etapa6,RISCO,Armadilha de interpretação avaliada na autoaudit.,String,Arquivo: outputs\etapa6\autoaudit_etapa6.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.autoaudit_etapa6,COMO_PODERIA_ERRAR,Como a análise poderia errar se a armadilha não fosse tratada.,String,Arquivo: outputs\etapa6\autoaudit_etapa6.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.autoaudit_etapa6,CONTROLE_APLICADO,Controle aplicado no código para evitar a armadilha.,String,Arquivo: outputs\etapa6\autoaudit_etapa6.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.autoaudit_etapa6,EVIDENCIA,Evidência numérica de que o controle foi aplicado.,String,Arquivo: outputs\etapa6\autoaudit_etapa6.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa6.autoaudit_etapa6,RISCO_REMANESCENTE,Risco que permanece mesmo após o controle.,String,Arquivo: outputs\etapa6\autoaudit_etapa6.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,UNIVERSO_OPERACIONAL,Campo do artefato analítico; ver notebook/script da etapa correspondente.,String,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,COD_EMPRESA,Código da loja.,Integer,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,CD_CIDADE,Cidade da loja.,String,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,CD_ESTADO,Estado da loja.,String,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,FLAG_LOJA93,Flag 1/0 indicando se a loja é a Loja 93.,Integer,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,CODIGO,Código do produto.,Integer,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,DESCRICAO,Descrição comercial do produto.,String,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,NIVEL_1,Categoria de produto nível 1.,String,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,STATUS_ESTOQUE_RECALC,Campo do artefato analítico; ver notebook/script da etapa correspondente.,String,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,DIAS_COBERTURA_PROJ,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,ESTOQUE_PROJ,Estoque projetado no snapshot final de dez/2025.,Float,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,VENDA_MEDIA_MES_PROJECAO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,RECEITA_TOTAL,Receita total do agrupamento (todas as vendas).,Float,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,CURVA_ABC_RECEITA,"Classe ABC por receita acumulada: A até 80%, B até 95%, C restante.",String,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,CURVA_ABC_ORIGEM,"Origem da curva ABC usada no par: universo operacional, fallback da rede completa para Loja 93 ou ausente.",String,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,RANK_RECEITA,Ranking decrescente por receita.,Float,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Calculado a partir da ordenação do ranking.
output_etapa7.recomendacoes_sku_loja,CUSTO_MEDIO_ARM,Custo médio por unidade de armazenagem: preço de compra ponderado ÷ conversão de compra.,Float,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,FLAG_CUSTO_VALIDO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,MARGEM_BRUTA_PCT_COM_CUSTO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,FLAG_MARGEM_VALIDA,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Integer,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,FLAG_MARGEM_NEGATIVA,Flag 1/0 indicando margem bruta negativa (preço < custo).,Integer,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,QTD_RECOMENDADA_ARM,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,INVESTIMENTO_ESTIMADO,Campo do artefato analítico; ver notebook/script da etapa correspondente.,Float,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,FLAG_DESCONTINUAR,"Flag 1/0: par em SEM VENDA com estoque parado, curva ABC conhecida e curva ABC != A (capital imobilizado a delistar).",Integer,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,FLAG_PROMOVER,Flag 1/0: estoque encalhado que ainda gira (cobertura > 180 dias) ou campeão curva A parado.,Integer,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,FLAG_REPRECIFICAR,Flag 1/0: candidato a repricing da Etapa 5 (faixa ALTA/MEDIA) para o par loja × SKU.,Integer,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,FLAG_COMPRAR,Flag 1/0: par com compra recomendada na Etapa 6 (QTD_RECOMENDADA_ARM > 0).,Integer,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,FLAG_PROTEGIDO_CAMPEAO,Flag 1/0: SKU curva A parado protegido do descontinue e roteado para promover/transferir.,Integer,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,FLAG_PROTEGIDO_SEM_CURVA,Flag 1/0: SKU parado com curva ABC ausente protegido do descontinue automatico e roteado para promover/revisar.,Integer,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa7.recomendacoes_sku_loja,FLAG_CURVA_ABC_AUSENTE,Flag 1/0: curva ABC ausente no par apos fallback auditavel quando aplicavel.,Integer,Arquivo: outputs\etapa7\recomendacoes_sku_loja.csv,Gerado ou preservado pelo pipeline analítico.
